            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2460621.500000000, A.D. 2024-Nov-07 00:00:00.0000,  1.720285963726791E-02,  1.470839543999346E+08,  3.493802426611739E-03,  1.825993552040422E+02,  2.799753033010425E+02,  2.460678544056553E+06,  1.140058092383209E-05,  3.038110229127682E+02,  3.021535172429991E+02,  1.496585087189495E+08,  1.522330630379644E+08,  3.157733824312813E+07,
2460622.500000000, A.D. 2024-Nov-08 00:00:00.0000,  1.713657698618988E-02,  1.470677725905844E+08,  3.849437211543464E-03,  1.872992743930090E+02,  2.758336082367121E+02,  2.460679091473042E+06,  1.140361611926176E-05,  3.042419816861024E+02,  3.025990771130831E+02,  1.496319520565961E+08,  1.521961315226079E+08,  3.156893359396119E+07,
2460623.500000000, A.D. 2024-Nov-09 00:00:00.0000,  1.704435311872857E-02,  1.470530828483754E+08,  4.191580174571875E-03,  1.909832856042424E+02,  2.727173162113821E+02,  2.460679649328290E+06,  1.140693020499229E-05,  3.046615370897250E+02,  3.030355530852929E+02,  1.496029686740663E+08,  1.521528544997572E+08,  3.155976178783356E+07,
2460624.500000000, A.D. 2024-Nov-10 00:00:00.0000,  1.692876055837414E-02,  1.470406952017838E+08,  4.490833331139943E-03,  1.937341159517389E+02,  2.705163653352864E+02,  2.460680190841972E+06,  1.141038416754556E-05,  3.050967829088863E+02,  3.034902693241837E+02,  1.495727769284567E+08,  1.521048586551296E+08,  3.155020853933597E+07,
2460625.500000000, A.D. 2024-Nov-11 00:00:00.0000,  1.679418154313267E-02,  1.470314190015191E+08,  4.718813892724096E-03,  1.956141403328867E+02,  2.691368326986726E+02,  2.460680685043212E+06,  1.141380736936617E-05,  3.055791064698106E+02,  3.039947669155068E+02,  1.495428690935572E+08,  1.520543191855953E+08,  3.154074607621413E+07,
2460626.500000000, A.D. 2024-Nov-12 00:00:00.0000,  1.664712084351664E-02,  1.470259829568455E+08,  4.851000620375417E-03,  1.966440667085917E+02,  2.685234820952065E+02,  2.460681097948995E+06,  1.141700141334091E-05,  3.061430040228681E+02,  3.045835716739611E+02,  1.495149768442880E+08,  1.520039707317304E+08,  3.153192217173025E+07,
2460627.500000000, A.D. 2024-Nov-13 00:00:00.0000,  1.649628155765510E-02,  1.470249121368923E+08,  4.870611723112877E-03,  1.967943611729700E+02,  2.686714815929020E+02,  2.460681395617155E+06,  1.141975320172522E-05,  3.068229905365534E+02,  3.052910521114650E+02,  1.494909570547915E+08,  1.519570019726907E+08,  3.152432400602262E+07,
2460628.500000000, A.D. 2024-Nov-14 00:00:00.0000,  1.635214641175521E-02,  1.470283833683673E+08,  4.773029410071089E-03,  1.959833249665375E+02,  2.696335862989766E+02,  2.460681549294604E+06,  1.142185918313478E-05,  3.076483761164434E+02,  3.061461597803122E+02,  1.494725808957171E+08,  1.519167784230668E+08,  3.151851149868548E+07,
2460629.500000000, A.D. 2024-Nov-15 00:00:00.0000,  1.622589597838573E-02,  1.470361120526686E+08,  4.569337343245316E-03,  1.940818380936296E+02,  2.715217975273400E+02,  2.460681541724805E+06,  1.142315751849067E-05,  3.086368571539141E+02,  3.071660258453960E+02,  1.494612548262788E+08,  1.518863975998890E+08,  3.151492916185983E+07,
2460630.500000000, A.D. 2024-Nov-16 00:00:00.0000,  1.612778178363568E-02,  1.470473365347021E+08,  4.287070916549830E-03,  1.909312907282118E+02,  2.744946525566707E+02,  2.460681372341393E+06,  1.142355834326657E-05,  3.097892309796612E+02,  3.083507384173514E+02,  1.494577586521147E+08,  1.518681807695273E+08,  3.151382337992752E+07,
2460631.500000000, A.D. 2024-Nov-17 00:00:00.0000,  1.606543447151752E-02,  1.470609346286716E+08,  3.966858610245644E-03,  1.863888229717026E+02,  2.787133743026383E+02,  2.460681058729282E+06,  1.142305966997689E-05,  3.110878954004889E+02,  3.096819509829334E+02,  1.494621083361203E+08,  1.518632820435691E+08,  3.151519911483822E+07,
2460632.500000000, A.D. 2024-Nov-18 00:00:00.0000,  1.604273956816325E-02,  1.470756391646199E+08,  3.655019416657366E-03,  1.804171596947819E+02,  2.842484727161482E+02,  2.460680633212747E+06,  1.142174176680834E-05,  3.125002930788410E+02,  3.111264438967327E+02,  1.494736052865464E+08,  1.518715714084729E+08,  3.151883551124946E+07,
2460633.500000000, A.D. 2024-Nov-19 00:00:00.0000,  1.605967112681041E-02,  1.470902659936399E+08,  3.393480015135556E-03,  1.732141769941240E+02,  2.909430961089446E+02,  2.460680135942473E+06,  1.141974335583721E-05,  3.139859093015307E+02,  3.126432047611434E+02,  1.494910429803075E+08,  1.518918199669751E+08,  3.152435118570206E+07,
2460634.500000000, A.D. 2024-Nov-20 00:00:00.0000,  1.611299624050640E-02,  1.471038722588829E+08,  3.209470918892686E-03,  1.653078824336723E+02,  2.983104729765683E+02,  2.460679607440603E+06,  1.141723079498767E-05,  3.155038220213137E+02,  3.141910052966253E+02,  1.495129742508945E+08,  1.519220762429061E+08,  3.153128866923188E+07,
2460635.500000000, A.D. 2024-Nov-21 00:00:00.0000,  1.619741213563025E-02,  1.471158137594495E+08,  3.108989411278015E-03,  1.574850848705236E+02,  3.055997460157724E+02,  2.460679083154139E+06,  1.141437154629333E-05,  3.170182192272158E+02,  3.157338972211671E+02,  1.495379414266507E+08,  1.519600690938519E+08,  3.153918711511590E+07,
2460636.500000000, A.D. 2024-Nov-22 00:00:00.0000,  1.630664617159906E-02,  1.471257212917369E+08,  3.078079241450301E-03,  1.505323437535635E+02,  3.120525149405146E+02,  2.460678590935218E+06,  1.141131778590924E-05,  3.185009535447111E+02,  3.172437204256727E+02,  1.495646186071539E+08,  1.520035159225709E+08,  3.154762725515629E+07,
2460637.500000000, A.D. 2024-Nov-23 00:00:00.0000,  1.643424221860306E-02,  1.471334367041692E+08,  3.091395559630824E-03,  1.449860785593232E+02,  3.171526623789338E+02,  2.460678150932641E+06,  1.140820019726479E-05,  3.199316563202124E+02,  3.187001682074480E+02,  1.495918656583309E+08,  1.520502946124926E+08,  3.155624846821263E+07,
2460638.500000000, A.D. 2024-Nov-24 00:00:00.0000,  1.657397664818314E-02,  1.471389432524044E+08,  3.122247758624950E-03,  1.410771218109848E+02,  3.206830782362329E+02,  2.460677776819476E+06,  1.140512888165108E-05,  3.212964989407441E+02,  3.200895104938389E+02,  1.496187204309582E+08,  1.520984976095119E+08,  3.156474632909927E+07,
2460639.500000000, A.D. 2024-Nov-25 00:00:00.0000,  1.671998016174427E-02,  1.471423090389677E+08,  3.149119041075384E-03,  1.388330536262719E+02,  3.226249840318520E+02,  2.460677477410847E+06,  1.140219785848778E-05,  3.225865576929742E+02,  3.214029354621442E+02,  1.496443597655648E+08,  1.521464104921619E+08,  3.157286029131801E+07,
2460640.500000000, A.D. 2024-Nov-26 00:00:00.0000,  1.686668300853401E-02,  1.471436491533480E+08,  3.158140357089731E-03,  1.382053879009674E+02,  3.230322097376252E+02,  2.460677258099380E+06,  1.139949045235388E-05,  3.237963607065910E+02,  3.226350868692583E+02,  1.496680527556826E+08,  1.521924563580173E+08,  3.158035892083788E+07,
2460641.500000000, A.D. 2024-Nov-27 00:00:00.0000,  1.700869132205281E-02,  1.471431049509370E+08,  3.143390552875054E-03,  1.391507419899138E+02,  3.219510492550261E+02,  2.460677121865663E+06,  1.139708387617193E-05,  3.249228622358793E+02,  3.237830390963244E+02,  1.496891210043698E+08,  1.522351370578026E+08,  3.158702734062158E+07,
2460642.500000000, A.D. 2024-Nov-28 00:00:00.0000,  1.714067676200517E-02,  1.471408362971314E+08,  3.106629277620861E-03,  1.416592271090576E+02,  3.193924217933986E+02,  2.460677069825441E+06,  1.139505207003053E-05,  3.259648833735860E+02,  3.248457454616668E+02,  1.497069141211187E+08,  1.522729919451061E+08,  3.159265949708252E+07,
2460643.500000000, A.D. 2024-Nov-29 00:00:00.0000,  1.725733657093073E-02,  1.471370222833423E+08,  3.057016616462880E-03,  1.457387918411250E+02,  3.153476743459736E+02,  2.460677101377998E+06,  1.139346632789636E-05,  3.269229550169109E+02,  3.258238922786022E+02,  1.497208045999950E+08,  1.523045869166476E+08,  3.159705656201897E+07,
2460644.500000000, A.D. 2024-Nov-30 00:00:00.0000,  1.735345855196220E-02,  1.471318663699455E+08,  3.010447274542214E-03,  1.513580817327644E+02,  3.098455755093717E+02,  2.460677214065950E+06,  1.139239358365233E-05,  3.277994531020282E+02,  3.267200454876446E+02,  1.497302032459510E+08,  1.523285401219565E+08,  3.160003184199911E+07,
2460645.500000000, A.D. 2024-Dec-01 00:00:00.0000,  1.742410186228596E-02,  1.471256024891202E+08,  2.987457001501667E-03,  1.583535050857123E+02,  3.030449424271898E+02,  2.460677403275605E+06,  1.139189256916795E-05,  3.285988973310630E+02,  3.275389580415223E+02,  1.497345932950002E+08,  1.523435841008802E+08,  3.160142160876207E+07,
2460646.500000000, A.D. 2024-Dec-02 00:00:00.0000,  1.746487823831190E-02,  1.471184992847233E+08,  3.008608420214071E-03,  1.663390245384026E+02,  2.953245139564035E+02,  2.460677661908139E+06,  1.139200843732725E-05,  3.293282833535567E+02,  3.282879053984754E+02,  1.497335779925499E+08,  1.523486567003765E+08,  3.160110019058779E+07,
2460647.500000000, A.D. 2024-Dec-03 00:00:00.0000,  1.747229322970226E-02,  1.471108605128232E+08,  3.087667508585980E-03,  1.747026006778254E+02,  2.872862564891678E+02,  2.460677980132409E+06,  1.139276677906933E-05,  3.299973373494034E+02,  3.289769364813579E+02,  1.497269333975289E+08,  1.523430062822345E+08,  3.159899671266755E+07,
2460648.500000000, A.D. 2024-Dec-04 00:00:00.0000,  1.744409224194498E-02,  1.471030207143711E+08,  3.225507936921241E-03,  1.827463732275452E+02,  2.796150864547782E+02,  2.460678345287983E+06,  1.139416809466170E-05,  3.306186234913853E+02,  3.296189705345126E+02,  1.497146570010690E+08,  1.523262932877668E+08,  3.159511049943735E+07,
2460649.500000000, A.D. 2024-Dec-05 00:00:00.0000,  1.737956023321970E-02,  1.470953363638924E+08,  3.408538189792600E-03,  1.898929523000643E+02,  2.728726508333865E+02,  2.460678741952207E+06,  1.139618358427006E-05,  3.312074889460042E+02,  3.302297260349706E+02,  1.496970044698080E+08,  1.522986725757236E+08,  3.158952269748455E+07,
2460650.500000000, A.D. 2024-Dec-06 00:00:00.0000,  1.727974709269442E-02,  1.470881733385700E+08,  3.612376866205560E-03,  1.958029079839100E+02,  2.673800484796971E+02,  2.460679152143065E+06,  1.139875264832558E-05,  3.317818730423849E+02,  3.308275105490420E+02,  1.496745110354859E+08,  1.522608487324018E+08,  3.158240301432300E+07,
2460651.500000000, A.D. 2024-Dec-07 00:00:00.0000,  1.714762105289278E-02,  1.470818913500945E+08,  3.807947109471859E-03,  2.003503424552663E+02,  2.632425803936179E+02,  2.460679555630620E+06,  1.140178198710944E-05,  3.323620065158877E+02,  3.314328991647415E+02,  1.496479985200400E+08,  1.522141056899855E+08,  3.157401188752835E+07,
2460652.500000000, A.D. 2024-Dec-08 00:00:00.0000,  1.698816968352266E-02,  1.470768249776686E+08,  3.967064208049036E-03,  2.035263052833750E+02,  2.604468043135853E+02,  2.460679930392499E+06,  1.140514600865190E-05,  3.329699646367146E+02,  3.320682654199196E+02,  1.496185706435677E+08,  1.521603163094667E+08,  3.156469892861569E+07,
2460653.500000000, A.D. 2024-Dec-09 00:00:00.0000,  1.680845391241272E-02,  1.470732598291166E+08,  4.066627367761047E-03,  2.053473043855956E+02,  2.589527918489644E+02,  2.460680253361840E+06,  1.140868862987341E-05,  3.336289250367811E+02,  3.327570140235467E+02,  1.495875960430752E+08,  1.521019322570338E+08,  3.155489747150673E+07,
2460654.500000000, A.D. 2024-Dec-10 00:00:00.0000,  1.661757039963008E-02,  1.470714024239822E+08,  4.091895882743972E-03,  2.057971867581699E+02,  2.587535758551476E+02,  2.460680501726492E+06,  1.141222742088560E-05,  3.343618699720199E+02,  3.335222534970437E+02,  1.495566709319278E+08,  1.520419394398734E+08,  3.154511268686791E+07,
2460655.500000000, A.D. 2024-Dec-11 00:00:00.0000,  1.642640924900880E-02,  1.470713450508360E+08,  4.039419834457480E-03,  2.048011959552922E+02,  2.599032480055952E+02,  2.460680655044779E+06,  1.141556192188361E-05,  3.351894648782181E+02,  3.343846417260008E+02,  1.495275457106795E+08,  1.519837463705230E+08,  3.153589831700537E+07,
2460656.500000000, A.D. 2024-Dec-12 00:00:00.0000,  1.624705274777781E-02,  1.470730325536484E+08,  3.919555646658230E-03,  2.022305261120333E+02,  2.625154249041263E+02,  2.460680698219645E+06,  1.141848801324670E-05,  3.361270682050846E+02,  3.353593661453867E+02,  1.495019994241915E+08,  1.519309662947346E+08,  3.152781695635714E+07,
2460657.500000000, A.D. 2024-Dec-13 00:00:00.0000,  1.609170995206308E-02,  1.470762445921731E+08,  3.757544194488727E-03,  1.979495004641406E+02,  2.667194725792583E+02,  2.460680624860820E+06,  1.142081858795255E-05,  3.371813417982147E+02,  3.364527405895398E+02,  1.494816601098131E+08,  1.518870756274531E+08,  3.152138327280255E+07,
2460658.500000000, A.D. 2024-Dec-14 00:00:00.0000,  1.597126054286228E-02,  1.470806089091992E+08,  3.591144846539126E-03,  1.919282406848754E+02,  2.725505081493902E+02,  2.460680439938509E+06,  1.142240742202973E-05,  3.383475624173019E+02,  3.376595335577799E+02,  1.494677980546988E+08,  1.518549872001983E+08,  3.151699871129523E+07,
2460659.500000000, A.D. 2024-Dec-15 00:00:00.0000,  1.589373544695157E-02,  1.470856527970560E+08,  3.462560360906509E-03,  1.844157341611746E+02,  2.797768953982295E+02,  2.460680160368531E+06,  1.142316967887032E-05,  3.396090042414333E+02,  3.389624040267636E+02,  1.494611487549649E+08,  1.518366447128738E+08,  3.151489561307136E+07,
2460660.500000000, A.D. 2024-Dec-16 00:00:00.0000,  1.586322346574174E-02,  1.470908823463129E+08,  3.404762388052503E-03,  1.760628932744860E+02,  2.877748522490789E+02,  2.460679812742258E+06,  1.142309172398265E-05,  3.409391900516207E+02,  3.403342329460689E+02,  1.494618287351368E+08,  1.518327751239607E+08,  3.151511068095375E+07,
2460661.500000000, A.D. 2024-Dec-17 00:00:00.0000,  1.587959545112862E-02,  1.470958633677995E+08,  3.428403141205546E-03,  1.678027582519597E+02,  2.956435437619253E+02,  2.460679428707988E+06,  1.142222647446741E-05,  3.423065100733821E+02,  3.417428255777508E+02,  1.494693766005486E+08,  1.518428898332977E+08,  3.151749799434667E+07,
2460662.500000000, A.D. 2024-Dec-18 00:00:00.0000,  1.593909668058677E-02,  1.471002768851984E+08,  3.519082015638533E-03,  1.604888417689808E+02,  3.025613472263606E+02,  2.460679039659259E+06,  1.142067657659191E-05,  3.436795498385574E+02,  3.431563002964704E+02,  1.494828992687373E+08,  1.518655216522761E+08,  3.152177522808626E+07,
2460663.500000000, A.D. 2024-Dec-19 00:00:00.0000,  1.603549926088446E-02,  1.471039367038964E+08,  3.646979971911575E-03,  1.546053050023250E+02,  3.080714255301730E+02,  2.460678672533135E+06,  1.141857225473971E-05,  3.450313152669821E+02,  3.445473382080758E+02,  1.495012641140993E+08,  1.518985915243023E+08,  3.152758435719217E+07,
2460664.500000000, A.D. 2024-Dec-20 00:00:00.0000,  1.616135857878994E-02,  1.471067747759766E+08,  3.779980041178979E-03,  1.502616225530883E+02,  3.120849184400951E+02,  2.460678347679616E+06,  1.141605111722697E-05,  3.463413852939894E+02,  3.458953265657290E+02,  1.495232740233425E+08,  1.519397732707084E+08,  3.153454695527382E+07,
2460665.500000000, A.D. 2024-Dec-21 00:00:00.0000,  1.630901547082005E-02,  1.471088098791633E+08,  3.891950959771992E-03,  1.473548044047929E+02,  3.147185646762291E+02,  2.460678078692003E+06,  1.141324435033534E-05,  3.475960975779664E+02,  3.471865148091250E+02,  1.495477870518183E+08,  1.519867642244734E+08,  3.154230199140725E+07,
2460666.500000000, A.D. 2024-Dec-22 00:00:00.0000,  1.647119406219073E-02,  1.471101143026946E+08,  3.965177429069683E-03,  1.457212125934408E+02,  3.161439673300745E+02,  2.460677873462599E+06,  1.141027019474119E-05,  3.487875020955157E+02,  3.484129328046338E+02,  1.495737729434603E+08,  1.520374315842261E+08,  3.155052368224532E+07,
2460667.500000000, A.D. 2024-Dec-23 00:00:00.0000,  1.664122005490293E-02,  1.471107870349884E+08,  3.989645053284099E-03,  1.452203647331318E+02,  3.165053011495985E+02,  2.460677735666248E+06,  1.140723327615249E-05,  3.499118813414145E+02,  3.495708804379480E+02,  1.496003188614454E+08,  1.520898506879024E+08,  3.155892329760643E+07,
2460668.500000000, A.D. 2024-Dec-24 00:00:00.0000,  1.681296947033940E-02,  1.471109359123288E+08,  3.961559906885684E-03,  1.457679475806876E+02,  3.158876811587352E+02,  2.460677666121068E+06,  1.140422758394382E-05,  3.509683893456755E+02,  3.506595457813862E+02,  1.496266034277095E+08,  1.521422709430902E+08,  3.156724095078997E+07,
2460669.500000000, A.D. 2024-Dec-25 00:00:00.0000,  1.698067150971178E-02,  1.471106676452515E+08,  3.882245877287617E-03,  1.473439602581231E+02,  3.143100062421601E+02,  2.460677663762015E+06,  1.140134106942181E-05,  3.519580750435472E+02,  3.516800185184654E+02,  1.496518566640827E+08,  1.521930456829140E+08,  3.157523293163411E+07,
2460670.500000000, A.D. 2024-Dec-26 00:00:00.0000,  1.713867110904255E-02,  1.471100833884186E+08,  3.757745928257073E-03,  1.499898960885464E+02,  3.117283043017096E+02,  2.460677726162712E+06,  1.139866029803674E-05,  3.528833552052951E+02,  3.526347630443518E+02,  1.496753194618155E+08,  1.522405555352125E+08,  3.158265889036145E+07,
2460671.500000000, A.D. 2024-Dec-27 00:00:00.0000,  1.728123551414008E-02,  1.471092775489999E+08,  3.599036270821154E-03,  1.537966602930398E+02,  3.080479236926218E+02,  2.460677849646281E+06,  1.139627395764642E-05,  3.537478965408284E+02,  3.535275093030468E+02,  1.496962130625080E+08,  1.522831485760161E+08,  3.158927219000866E+07,
2460672.500000000, A.D. 2024-Dec-28 00:00:00.0000,  1.740247485214049E-02,  1.471083380116404E+08,  3.422451689561398E-03,  1.588745095468584E+02,  3.031533762562880E+02,  2.460678029074780E+06,  1.139427421909310E-05,  3.545568177789269E+02,  3.543634700913992E+02,  1.497137273875219E+08,  1.523191167634034E+08,  3.159481622767663E+07,
2460673.500000000, A.D. 2024-Dec-29 00:00:00.0000,  1.749643512222381E-02,  1.471073464739309E+08,  3.249492956164486E-03,  1.652881450646163E+02,  2.969728219344352E+02,  2.460678257436732E+06,  1.139275508646627E-05,  3.553170930838295E+02,  3.551497632453293E+02,  1.497270358425937E+08,  1.523467252112565E+08,  3.159902914332397E+07,
2460674.500000000, A.D. 2024-Dec-30 00:00:00.0000,  1.755740162616737E-02,  1.471063780085030E+08,  3.104661847353360E-03,  1.729452159993628E+02,  2.895890899283017E+02,  2.460678525381707E+06,  1.139180717963132E-05,  3.560380094389968E+02,  3.558958870497372E+02,  1.497353415375084E+08,  1.523643050665138E+08,  3.160165848344801E+07,
2460675.500000000, A.D. 2024-Dec-31 00:00:00.0000,  1.758041026869118E-02,  1.471054993144530E+08,  3.010009969218256E-03,  1.814700559210464E+02,  2.813655911582817E+02,  2.460678820876097E+06,  1.139150905591071E-05,  3.567315061322072E+02,  3.566140714487566E+02,  1.497379539781839E+08,  1.523704086419148E+08,  3.160248552084562E+07,
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000,  1.756190256786036E-02,  1.471047654506780E+08,  2.977082685807642E-03,  1.901716375775361E+02,  2.729783142442708E+02,  2.460679129154102E+06,  1.139191620862071E-05,  3.574122246804211E+02,  3.573193277152790E+02,  1.497343861513260E+08,  1.523640068519740E+08,  3.160135603240953E+07,
